OPEID,School Name,Risk Factor,Borrowing Risk,ELIGIND,CERTCD,T & C,Ethnic Class,% Completions Any School,% Completions Same School,% Independent Borrower Count,% Dependent Borrower Count,Median Independent Student AGI,% Independent Borrowers with AGI < $30K,Median Dependent Parent AGI,% Dependent Borrowers with AGI < $30K,% Borrowers with a Pell Grant,% Borrowers without a Pell Grant,Median Age of Dependent Borrowers at Maturity,Median Age of Independent Borrowers at Maturity,Mean Balance,Median Balance,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,Overall Outstanding Principal Balance at Time Entering Repayment (FY 2009),Overall Borrower Count,Overall Outstanding Principal Balance 5 YR Cohort (FY 2014),Overall Outstanding Principal Balance 4 YR Cohort (FY 2013),Overall Outstanding Principal Balance 3 YR Cohort (FY 2012),Overall Outstanding Principal Balance 2 YR Cohort (FY 2011),Overall Outstanding Principal Balance 1 YR Cohort (FY 2010),Overall Repayment Rate 5 YR Cohort (FY 2014),Overall Repayment Rate 4 YR Cohort (FY 2013),Overall Repayment Rate 3 YR Cohort (FY 2012),Overall Repayment Rate 2 YR Cohort (FY 2011),Overall Repayment Rate 1 YR Cohort (FY 2010),% Increased Balance Borrowers 2013-2014,% Increased Balance Borrowers 2012-2013,% Increased Balance Borrowers 2011-2012,% Increased Balance Borrowers 2010-2011,% Increased Balance Borrowers 2009-2010,Defaulted Balance 2013-14,Defaulted Balance 2012-13,Defaulted Balance 2011-12,Defaulted Balance 2010-11,Defaulted Balance 2009-10,In School Military Balance 2013-14,In School Military Balance 2012-13,In School Military Balance 2011-12,In School Military Balance 2010-11,In School Military Balance 2009-10,Death Disability Balance 2013-14,Death Disability Balance 2012-13,Death Disability Balance 2011-12,Death Disability Balance 2010-11,Death Disability Balance 2009-10,% Deferment or Forbearance More than 2 Months 2013-2014,% Deferment or Forbearance More than 2 Months 2012-2013,% Deferment or Forbearance More than 2 Months 2011-2012,% Deferment or Forbearance More than 2 Months 2010-2011,% Deferment or Forbearance More than 2 Months 2009-2010,Overall Borrowers with More than $1 Paid 2013-2014,Overall Median Borrower's Volume Repayment % 2013-2014,Overall Mean Borrower's Volume Repayment % 2013-2014,Overall Dollars Under 14% 2013-2014,Overall Dollars Under 21% 2013-2014
01213600,UNIVERSITY OF MANCHESTER (THE),0.75,Most Risk,Y,P,Foreign,5.00,0.88,0.73,0.00,0.00,12106.00,0.80,72409.00,0.00,0.31,0.69,24.00,28.00,63189.31,54181.50,21193.00,29672.00,42124.00,48980.00,54763.00,61592.00,72119.00,89781.00,117778.00,225403.00,9349944.00,107.00,7214656.84,7554835.48,8224266.96,8769616.40,8969184.36,0.24,0.20,0.13,0.06,0.04,0.50,0.50,0.69,0.82,1.00,290444.00,290444.00,190480.00,190480.00,0.00,1025596.00,1206972.00,1358792.00,1028608.00,600788.00,0.00,0.00,87224.00,85208.00,0.00,0.00,0.00,0.10,0.13,0.21,57.00,0.06,0.24,1708351.60,2094264.68
01215400,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,0.625,More Risk,Y,P,PNP 4 Yrs or More,5.00,0.51,0.23,0.00,0.00,15289.00,0.75,263176.00,0.00,0.22,0.78,25.00,33.00,78895.53,73399.00,23021.00,40660.00,50731.00,62462.00,73738.00,85491.00,97374.00,113198.00,147393.00,281906.00,15277741.15,526.00,11970961.70,12228945.48,12820143.97,14378799.73,14833107.13,0.22,0.20,0.16,0.06,0.03,0.25,0.31,0.35,0.40,0.42,971758.75,691374.75,759633.27,617106.27,228672.00,1114468.51,1376598.67,1747559.25,2467769.30,2540878.00,0.00,150480.00,89344.00,29971.00,43948.00,0.04,0.07,0.07,0.12,0.17,271.00,0.07,0.24,2270418.30,2874934.03
01216500,ATLANTA METROPOLITAN  STATE COLLEGE,0.5,Less Risk,Y,C,Public 4 Yrs or More,5.00,0.24,0.16,0.64,0.36,15367.50,0.80,30573.00,0.47,0.90,0.10,22.00,31.00,14955.59,9980.50,1750.00,3191.00,4567.00,6901.00,9961.00,13748.00,17650.00,24576.00,34482.00,177169.00,1851808.00,310.00,1794719.74,1807834.77,1811997.39,1861425.07,1859063.43,0.03,0.02,0.02,-0.01,0.00,0.41,0.41,0.52,0.57,0.66,406040.33,356780.40,298526.07,285553.00,194722.00,257962.36,383500.72,442573.30,541000.80,522998.33,0.00,0.00,3932.00,0.00,0.00,0.07,0.12,0.10,0.10,0.12,123.00,-0.06,0.05,388458.70,490332.92
01216600,CAROUSEL BEAUTY COLLEGE,0.5,Less Risk,Y,C,Proprietary 2 - 3 Yrs,5.00,0.71,0.68,0.69,0.31,11389.00,1.00,52489.00,0.00,0.00,0.00,21.50,27.00,5075.98,3819.00,1352.00,1750.00,2418.00,3111.00,3819.00,4799.00,5526.00,7271.00,11818.00,22126.00,231182.00,59.00,206452.00,214955.00,220572.00,218573.00,216915.00,0.11,0.07,0.05,0.05,0.06,0.00,0.36,0.47,0.42,0.27,42798.00,52734.00,55764.00,18040.00,14710.00,11800.00,3777.00,10334.00,8536.00,5123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.19,0.22,27.00,0.01,0.19,37970.04,49899.43
01218200,CHATTAHOOCHEE VALLEY COMMUNITY COLLEGE,0.5,Less Risk,Y,C,Public 2 - 3 Yrs,5.00,0.23,0.18,0.72,0.28,15432.00,0.76,26265.00,0.54,0.91,0.09,22.00,30.00,12308.26,8124.00,1750.00,2758.00,4000.00,5728.00,8198.00,12090.00,15573.00,20842.00,28561.00,68443.00,1885126.50,327.00,1662638.60,1682476.30,1756808.85,1822359.31,1812148.37,0.12,0.10,0.07,0.03,0.04,0.31,0.36,0.45,0.46,0.59,511910.75,511166.81,485109.94,436889.00,313463.00,167693.19,224260.01,353449.57,424116.36,420130.94,13737.00,895.00,12272.00,5537.00,0.00,0.04,0.06,0.06,0.08,0.07,157.00,-0.02,0.15,317829.87,410337.62
01218300,BURLINGTON COLLEGE,0.4375,Less Risk,Y,P,PNP 4 Yrs or More,5.00,0.56,0.48,0.66,0.34,17220.50,1.00,74074.50,0.00,0.72,0.28,21.00,30.00,25271.38,25330.00,3216.00,8812.00,11745.00,17334.00,25330.00,29813.00,34945.00,40319.00,48929.00,89030.00,947601.71,71.00,863311.16,872658.61,881258.55,910432.75,909602.89,0.09,0.08,0.07,0.04,0.04,0.28,0.32,0.34,0.27,0.52,261520.44,233351.36,132540.00,131949.00,101957.00,35820.00,76643.99,72411.00,151502.00,100752.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.24,0.30,39.00,-0.02,-0.02,152963.20,204639.68
01218400,INTERNATIONAL ACADEMY OF HAIR DESIGN,0.5625,Moderate Risk,Y,P,Proprietary < 2 Yrs,5.00,0.80,0.73,0.66,0.34,15991.00,0.76,37125.00,0.42,0.75,0.25,22.00,28.00,9021.45,7044.00,3580.00,4684.00,5865.00,6520.00,7207.00,9083.00,10539.00,12668.00,15286.00,71613.00,848083.00,135.00,733587.18,767506.11,792214.35,824725.10,821440.21,0.14,0.10,0.07,0.03,0.03,0.22,0.33,0.42,0.48,0.47,146123.00,143288.00,163802.00,114390.00,46886.00,50601.00,29701.00,66446.00,42650.00,18096.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,83.00,0.10,0.18,141749.44,178544.98
01219800,UNIVERSITY OF BRADFORD,0.5,Less Risk,Y,C,Foreign,5.00,0.00,0.00,0.00,0.00,6460.50,0.00,82413.00,0.00,0.00,0.00,25.50,29.00,48555.69,50274.00,19511.00,33564.00,43482.00,50274.00,50741.00,52028.00,60500.00,63944.00,68797.00,107100.00,277272.00,13.00,223534.19,223337.64,233042.33,240584.68,274147.45,0.19,0.19,0.16,0.13,0.01,0.00,0.00,0.00,0.00,0.00,24250.00,24250.00,24250.00,45691.00,21441.00,60478.00,100632.52,55291.33,35156.68,15000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.26,32858.56,43500.80
01220300,MEMORIAL HOSPITAL SCHOOL OF NURSING,0.625,More Risk,Y,C,PNP 2 - 3 Yrs,5.00,1.00,1.00,0.00,0.00,25370.00,1.00,60477.50,0.00,0.47,0.53,22.50,32.00,23916.65,18348.00,5159.00,11930.00,14782.00,15497.00,19361.00,21212.00,22678.00,32051.00,39318.00,142057.00,434312.97,34.00,257771.57,269810.90,302576.88,351171.76,393197.00,0.41,0.38,0.30,0.19,0.09,0.00,0.00,0.00,0.00,0.00,26427.38,4301.38,17072.00,20215.00,24317.00,16253.00,32423.00,17429.00,9476.00,8593.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.45,0.39,27791.44,34990.96
01220600,JAMES COOK UNIVERSITY - TOWNSVILLE,0.5,Less Risk,Y,P,Foreign,5.00,1.00,0.55,0.00,0.00,4375.00,1.00,85957.00,0.00,0.00,0.00,21.50,26.00,44171.10,48668.00,7888.00,13977.00,21093.00,36420.00,48668.00,52553.00,59281.00,63136.00,84769.00,119102.00,470407.00,29.00,351993.69,358505.60,391168.36,414061.17,443857.79,0.25,0.24,0.17,0.12,0.06,0.00,0.00,0.00,0.00,0.00,61256.00,33813.00,5463.00,0.00,0.00,64632.71,80743.98,90757.50,17693.00,22369.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.26,55349.91,70206.31
01222300,JAGIELLONIAN UNIVERSITY MEDICAL COLLEGE,0.3125,Less Risk,Y,P,Foreign,5.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,27.00,86043.40,88555.00,39746.00,73802.00,80815.00,88555.00,91990.00,93243.00,104762.00,118433.00,121974.00,125293.00,794487.00,15.00,735713.60,780298.46,810363.32,812648.51,787811.01,0.07,0.02,-0.02,-0.02,0.01,0.00,0.00,0.00,0.00,0.00,168147.00,168147.00,168147.00,82619.00,0.00,0.00,0.00,0.00,0.00,13000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.09,94925.78,126266.67
01224800,CENTRAL SCHOOL OF PRACTICAL NURSING,0.5625,Moderate Risk,Y,C,PNP < 2 Yrs,5.00,1.00,1.00,0.00,0.00,17472.00,0.65,68429.00,0.00,0.65,0.35,21.50,31.00,4413.29,3367.00,638.00,1750.00,3008.00,3317.00,3379.00,3500.00,3500.00,4051.00,8072.00,41889.00,106468.00,38.00,56238.00,63550.00,69242.00,76809.00,88460.00,0.47,0.40,0.35,0.28,0.17,0.00,0.00,0.00,0.00,0.00,5552.00,9099.00,4937.00,0.00,3767.00,4743.00,20264.00,8898.00,14842.00,21453.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.53,0.51,3851.56,5895.84
01226000,EAST ARKANSAS COMMUNITY COLLEGE,0.5625,Moderate Risk,Y,C,Public 2 - 3 Yrs,5.00,0.38,0.29,0.77,0.23,11605.50,0.78,32338.00,0.50,0.00,0.00,22.00,29.00,9407.71,4447.00,875.00,1194.00,2379.00,3275.00,4636.00,7137.00,11534.00,15898.00,26347.00,53994.00,237227.00,96.00,179413.60,183655.33,200650.17,204815.23,222370.39,0.24,0.23,0.15,0.14,0.06,0.25,0.22,0.48,0.35,0.30,26266.70,32418.70,42347.70,26838.00,30078.00,20084.79,37052.34,35478.34,37872.11,22939.01,0.00,7849.00,7560.00,0.00,0.00,0.11,0.17,0.19,0.14,0.11,53.00,0.05,0.27,28596.18,37958.97
01226100,NORTH ARKANSAS COLLEGE,0.6875,Most Risk,Y,C,Public 2 - 3 Yrs,5.00,0.34,0.31,0.70,0.30,13088.00,0.80,39070.00,0.37,0.87,0.13,22.00,31.00,13524.80,10166.00,2751.00,3509.00,5516.00,7063.00,10180.00,13946.00,16576.00,21417.00,29256.00,80970.00,3142719.79,333.00,2669236.32,2678113.54,2773075.24,3109637.99,3127977.96,0.15,0.14,0.12,0.01,0.00,0.24,0.29,0.37,0.47,0.60,808678.35,830981.74,856909.92,621674.00,400578.00,200259.00,225486.00,233989.20,507291.00,402274.00,2793.00,0.00,76256.00,28513.00,19451.00,0.04,0.05,0.04,0.07,0.07,179.00,0.00,0.17,498692.19,645727.06
01227200,MOORE NORMAN TECHNOLOGY CENTER SCHOOL DISTRICT NO. 17,0.5625,Moderate Risk,Y,C,Public 2 - 3 Yrs,5.00,0.00,0.00,0.00,0.00,13376.50,0.00,63666.00,0.00,0.00,0.00,24.00,33.50,16777.27,13800.00,11831.00,12558.00,12865.00,13593.00,13800.00,17433.00,19322.00,20493.00,28716.00,31238.00,49624.00,11.00,27080.38,31181.05,34620.25,45326.46,47247.35,0.45,0.37,0.30,0.09,0.05,0.00,0.00,0.00,0.00,0.00,4183.00,7106.00,6454.00,5796.00,6921.00,3421.08,3421.08,0.00,0.00,13314.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.42,2190.71,3486.84
01227700,NEW YORK CHIROPRACTIC COLLEGE,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5.00,0.88,0.76,0.00,0.00,1386.00,0.85,37093.50,0.00,0.29,0.71,25.00,28.00,131635.27,141567.50,57654.00,91444.00,111213.00,132747.00,142032.00,148321.00,154979.00,165394.00,183077.00,316934.00,19830686.35,248.00,16512176.84,16612910.82,16854096.85,19994282.86,19680985.69,0.17,0.16,0.15,-0.01,0.01,0.34,0.36,0.39,0.33,0.46,909661.09,703129.37,595764.37,84122.00,156822.00,526380.38,402626.42,759368.00,726697.00,906008.00,0.00,79877.00,79877.00,169992.00,75676.00,0.11,0.15,0.23,0.30,0.42,151.00,0.03,0.17,2963143.41,3891363.23
01229300,VEEB NASSAU COUNTY SCHOOL OF PRACTICAL NURSING,0.3125,Less Risk,Y,P,Public < 2 Yrs,5.00,1.00,0.92,0.84,0.16,20381.00,0.71,30486.50,0.50,0.88,0.12,23.00,32.00,12183.13,7799.00,2609.00,4811.00,7194.00,7468.00,7799.00,8421.00,10874.00,16692.00,27596.00,79905.00,873569.05,139.00,741368.41,752322.76,791364.17,789234.61,795720.76,0.15,0.14,0.09,0.10,0.09,0.29,0.31,0.43,0.29,0.35,109862.45,136473.87,115388.00,69241.00,44844.00,107160.00,88230.00,80127.00,82428.00,30511.00,8253.00,0.00,0.00,0.00,0.00,0.19,0.29,0.24,0.23,0.17,74.00,0.03,0.18,139413.55,177244.65
01229500,JZ TREND ACADEMY PAUL MITCHELL PARTNER SCHOOL,0.4375,Less Risk,Y,C,Proprietary 2 - 3 Yrs,5.00,0.00,0.00,0.00,0.00,8690.00,0.00,40071.00,0.00,0.00,0.00,20.00,27.00,5814.88,4547.50,1706.00,2595.00,3349.00,4507.00,4970.00,6158.00,7698.00,8463.00,10561.00,19470.00,89661.00,24.00,57954.00,61434.00,62890.00,65426.00,72909.00,0.35,0.31,0.30,0.27,0.19,0.00,0.00,0.00,0.00,0.00,12289.00,13013.00,7663.00,7663.00,7663.00,0.00,1216.00,8891.00,13575.00,8832.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.27,0.36,6787.20,9724.30
01230000,PALMER COLLEGE OF CHIROPRACTIC,0.6875,Most Risk,Y,C,PNP 4 Yrs or More,5.00,0.74,0.49,0.99,0.01,1522.50,0.90,74427.00,0.00,0.35,0.65,24.00,27.00,142851.56,155946.00,66886.00,101611.00,124248.00,144381.00,155955.00,164016.00,171401.00,180226.00,192775.00,308572.00,79943012.11,1532.00,62536202.19,63212024.64,64336486.02,79805218.39,79770570.76,0.22,0.21,0.20,0.00,0.00,0.28,0.39,0.50,0.47,0.52,2588251.19,2492711.63,1276565.90,656716.00,236474.00,1338650.45,1535834.97,1877000.47,1757870.00,2160955.56,0.00,12253.00,178177.00,94026.00,0.00,0.08,0.12,0.11,0.13,0.16,945.00,0.07,0.25,11479102.10,14659352.24
01230900,UNIVERSITY OF WESTERN STATES,0.625,More Risk,Y,C,PNP 4 Yrs or More,5.00,0.68,0.44,0.00,0.00,4020.00,0.82,60700.00,0.00,0.43,0.57,23.00,29.00,129667.01,144643.00,45526.00,84032.00,102352.00,126105.00,145334.00,156587.00,165604.00,173598.00,186535.00,259732.00,15051531.48,317.00,10663421.49,10743789.45,10874995.75,13941070.18,14249648.58,0.29,0.28,0.28,0.07,0.05,0.25,0.32,0.42,0.33,0.28,290258.97,358900.69,453567.67,254731.00,0.00,364241.50,376651.98,351535.52,361552.00,550934.00,97732.14,97732.14,0.00,0.00,0.00,0.00,0.09,0.13,0.19,0.32,212.00,0.15,0.33,1558282.95,2027831.03
01231500,CORNISH COLLEGE OF THE ARTS,0.5625,Moderate Risk,Y,C,PNP 4 Yrs or More,5.00,0.49,0.44,0.29,0.71,16904.50,0.79,53289.00,0.23,0.62,0.38,23.00,29.00,24346.63,20984.00,4588.00,8048.00,14107.00,17240.00,20866.00,28156.00,33827.00,39852.00,44686.00,78790.00,3414090.33,240.00,2652361.84,2751327.97,2934398.17,3008909.46,3172930.55,0.22,0.19,0.14,0.12,0.07,0.16,0.20,0.27,0.36,0.33,548973.65,514612.65,437806.51,380523.00,166445.00,95506.66,96504.76,153259.71,148269.00,218799.00,2467.00,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.08,0.07,159.00,0.09,0.24,357141.89,488145.19
01232800,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,0.375,Less Risk,Y,C,PNP 4 Yrs or More,5.00,0.61,0.56,0.95,0.05,3743.50,0.80,60758.00,0.00,0.36,0.64,22.00,28.00,113564.24,141842.00,13658.00,36819.00,78824.00,110581.00,142009.00,151686.00,158301.00,168828.00,179966.00,247162.00,23245526.24,315.00,21077212.02,21378334.24,21614644.24,22663205.72,22822982.82,0.09,0.08,0.07,0.03,0.02,0.31,0.33,0.47,0.38,0.37,1154720.82,1016176.39,659148.00,469475.00,161970.00,726864.90,374350.11,683812.63,649807.90,462366.00,0.00,0.00,0.00,0.00,0.00,0.09,0.16,0.23,0.30,0.41,244.00,0.00,0.14,3793203.66,4944989.91
01234100,UNIVERSITY OF WALES - LAMPETER,0.5625,Moderate Risk,Y,P,Foreign,5.00,0.00,0.00,0.00,0.00,26711.00,0.00,86654.00,0.00,0.00,0.00,25.00,41.00,70874.53,57478.00,35990.00,37000.00,54893.00,57478.00,84946.00,86489.00,107049.00,115940.00,121365.00,122673.00,470815.00,15.00,420476.46,400886.56,449393.73,486532.00,484009.00,0.11,0.15,0.05,-0.03,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,93278.00,0.00,0.00,0.00,43956.00,55906.00,63885.00,103145.00,81544.00,0.00,24101.00,64546.00,42053.00,41537.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.08,93948.70,119122.87
01234300,EMPIRE BEAUTY SCHOOL,0.4375,Less Risk,N,N,Proprietary < 2 Yrs,5.00,0.57,0.53,0.67,0.33,15231.00,0.72,41100.00,0.35,0.81,0.19,21.00,28.00,9088.67,7633.50,2551.00,4183.00,4941.00,6034.00,7618.00,9740.00,11823.00,13862.00,16157.00,49619.00,1285959.37,190.00,1282960.83,1283735.50,1300004.42,1296767.24,1272604.63,0.01,0.00,-0.01,-0.01,0.01,0.32,0.37,0.44,0.53,0.62,493203.00,559173.00,475543.00,239385.00,126033.00,77053.41,55614.97,103176.97,105215.00,111655.00,1104.00,1104.00,8137.00,0.00,1900.00,0.08,0.17,0.15,0.15,0.17,73.00,-0.07,-0.01,291643.59,364116.73
01234600,DOVER BUSINESS COLLEGE,0.75,Most Risk,N,N,Proprietary < 2 Yrs,5.00,0.71,0.68,0.70,0.30,20713.00,0.69,31837.00,0.46,0.78,0.22,21.00,31.00,10020.49,9474.00,3215.00,4863.00,6690.00,7812.00,9474.00,10695.00,12157.00,13562.00,16497.00,58049.00,4556086.00,601.00,3563474.92,3733104.45,3955043.74,4153975.00,4349497.66,0.22,0.18,0.13,0.09,0.05,0.25,0.29,0.32,0.39,0.46,716341.00,789200.00,872699.00,851271.00,757771.00,370468.93,324349.44,225430.51,168837.27,138975.00,27079.00,4347.00,0.00,1383.00,31896.00,0.09,0.08,0.05,0.05,0.06,362.00,0.12,0.25,591636.26,759929.18
01234700,PHAGANS' CENTRAL OREGON BEAUTY COLLEGE,0.5,Less Risk,Y,C,Proprietary 2 - 3 Yrs,5.00,0.80,0.77,0.58,0.42,16932.00,0.66,49000.00,0.00,0.00,0.00,21.00,30.00,10215.62,8690.00,1913.00,4274.00,5417.00,7026.00,8136.00,11904.00,14714.00,16675.00,18097.00,28567.00,492227.34,60.00,494969.31,502758.24,505332.32,496430.04,487606.46,-0.01,-0.02,-0.03,-0.01,0.01,0.38,0.52,0.58,0.55,0.60,55371.00,74028.00,43498.00,31018.00,28480.00,42729.91,48407.91,40383.00,25815.00,25575.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.32,0.37,0.33,22.00,-0.05,0.04,117389.23,144251.89
01234800,PHAGANS' BEAUTY COLLEGE,0.5,Less Risk,Y,C,Proprietary 2 - 3 Yrs,5.00,0.68,0.68,0.42,0.58,14406.00,1.00,43190.00,0.00,0.00,0.00,21.00,26.00,11363.68,11185.50,4370.00,4899.00,6927.00,7707.00,10605.00,13503.00,15693.00,16172.00,17350.00,28341.00,457446.54,50.00,438209.71,443872.80,447394.86,445459.91,446554.00,0.04,0.03,0.02,0.03,0.02,0.26,0.38,0.40,0.44,0.52,73694.57,88799.77,36630.00,52201.00,45248.00,21585.43,43384.73,64384.73,22749.00,29818.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,25.00,-0.02,0.03,85731.75,108810.98
01235000,PHAGANS' SCHOOL OF HAIR DESIGN,0.5,Less Risk,Y,C,Proprietary 2 - 3 Yrs,5.00,0.63,0.59,0.58,0.42,8965.50,1.00,27223.00,0.00,0.00,0.00,21.00,28.00,10384.35,9303.00,4428.00,6477.00,7159.00,7939.00,9358.00,12023.00,14150.00,14874.00,15689.00,26838.00,408980.00,46.00,408764.88,417002.00,414050.30,408071.58,399672.62,0.00,-0.02,-0.01,0.00,0.02,0.33,0.37,0.52,0.65,0.61,127405.00,123249.00,85255.00,61751.00,40779.00,40132.00,29207.00,39418.00,29634.00,71552.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,-0.09,0.02,93160.02,114213.57
01235100,PHAGANS' SCHOOL OF BEAUTY,0.4375,Less Risk,Y,C,Proprietary 2 - 3 Yrs,5.00,0.62,0.62,0.66,0.34,10628.00,1.00,30416.00,0.00,0.00,0.00,21.00,28.00,10584.87,10201.00,3303.00,4029.00,4579.00,7857.00,10201.00,14724.00,15660.00,16191.00,16540.00,22358.00,345310.00,39.00,342560.83,340463.56,337439.04,351710.00,348681.00,0.01,0.01,0.02,-0.02,-0.01,0.38,0.49,0.64,0.62,0.62,163265.00,161803.00,96218.00,43630.00,41558.00,17013.00,17345.00,28671.00,21719.00,21875.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,-0.09,0.05,79370.01,99601.95
01235800,PLAZA COLLEGE,0.3125,Less Risk,Y,C,Proprietary 4 Yrs or More,5.00,0.33,0.30,0.64,0.36,10664.00,0.88,17704.50,0.75,0.97,0.03,21.00,30.00,5276.57,3448.50,845.00,1450.00,1889.00,2902.00,3453.00,4175.00,5496.00,8355.00,13286.00,26183.00,1930966.61,432.00,1679968.58,1730829.03,1770468.84,1732983.37,1802852.36,0.13,0.10,0.08,0.10,0.07,0.28,0.36,0.55,0.39,0.36,413589.98,376374.15,208457.00,33244.00,63173.00,132230.34,115365.67,140024.05,116431.12,160002.00,3482.00,0.00,0.00,2306.00,0.00,0.11,0.20,0.18,0.21,0.24,213.00,-0.02,0.17,340654.60,431500.79
01236200,NORTHWESTERN COLLEGE,0.4375,Less Risk,Y,C,Proprietary 2 - 3 Yrs,5.00,0.29,0.20,0.73,0.27,14125.00,0.82,25000.00,0.57,0.90,0.10,22.00,29.00,14761.14,10614.00,2515.00,3529.00,6059.00,8297.00,10622.00,13609.00,17616.00,24428.00,33734.00,122620.00,11736054.74,1359.00,11390912.86,11371327.55,11277189.33,11938738.12,11883396.39,0.03,0.03,0.04,-0.02,-0.01,0.42,0.47,0.52,0.55,0.69,2058353.89,2016601.70,1750468.03,1513345.33,900388.33,902803.51,949465.26,1768567.62,2443886.00,2615422.04,67939.00,32456.00,38017.00,35915.00,64615.00,0.10,0.10,0.11,0.11,0.10,538.00,-0.07,0.04,2701983.65,3312502.35
01236400,ST. PAUL'S SCHOOL OF NURSING,0.75,Most Risk,Y,P,Proprietary 2 - 3 Yrs,5.00,0.77,0.57,0.00,0.00,26793.00,0.54,63675.00,0.00,0.41,0.59,23.50,30.00,21863.43,18739.00,5500.00,8169.00,12993.00,15962.00,19798.00,22024.00,25495.00,35966.00,43944.00,79918.00,693687.00,65.00,439700.22,468174.41,525250.81,603077.74,640789.50,0.37,0.32,0.24,0.13,0.08,0.00,0.18,0.00,0.20,0.29,0.00,0.00,11159.00,11238.00,11238.00,62728.82,100991.00,118294.00,114134.00,102407.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,0.35,0.37,44268.46,60925.74
01238600,SOUTHEASTERN REGIONAL VOCATIONAL TECHNICAL SCHOOL,0.6875,Most Risk,Y,C,Public < 2 Yrs,5.00,0.69,0.66,0.74,0.26,17985.00,0.75,57142.00,0.00,0.69,0.31,22.00,29.00,7277.23,6283.50,2380.00,3434.00,3812.00,4750.00,6483.00,7551.00,7792.00,8075.00,11526.00,54756.00,368250.00,74.00,288385.78,301433.94,316918.31,342569.85,353454.00,0.22,0.18,0.14,0.07,0.04,0.20,0.16,0.23,0.31,0.47,91915.93,86007.24,113260.31,45240.00,44128.00,22233.00,13752.00,25175.00,30865.00,37803.00,0.00,8366.00,3612.00,3500.00,3500.00,0.00,0.00,0.00,0.00,0.15,50.00,0.23,0.27,49216.95,62385.94
01239300,THOMAS JEFFERSON UNIVERSITY,0.625,More Risk,Y,C,PNP 4 Yrs or More,5.00,0.54,0.21,0.86,0.14,8103.00,0.73,72485.50,0.15,0.26,0.74,23.00,27.00,85145.50,65700.00,10928.00,20179.00,30474.00,44411.00,65710.00,86632.00,114308.00,154523.00,199533.00,303327.00,33540657.74,1152.00,24693955.87,26234934.79,27738081.50,30384300.91,31810840.31,0.26,0.22,0.17,0.09,0.05,0.14,0.18,0.24,0.23,0.29,478307.51,404663.65,481396.51,400294.00,183971.00,937670.92,1131299.94,1468360.76,1497101.24,2241406.39,0.00,36520.00,39550.00,52978.00,34716.00,0.06,0.11,0.14,0.17,0.19,870.00,0.32,0.34,4610876.74,5786012.35
01239900,LEWIS COLLEGE OF BUSINESS,0.4375,Less Risk,N,N,PNP 2 - 3 Yrs,2.00,0.00,0.00,0.00,0.00,11818.00,1.00,14325.00,0.00,0.00,0.00,23.00,29.00,21340.41,21521.00,5380.00,9314.00,13646.00,17335.00,21521.00,23691.00,27125.00,32248.00,40879.00,42310.00,376182.00,39.00,398690.97,390307.62,383735.12,375422.00,371338.00,-0.06,-0.04,-0.02,0.00,0.01,0.41,0.38,0.51,0.51,0.49,68627.00,76739.00,70298.00,72860.00,44066.00,63822.61,52436.00,100471.00,142014.00,63208.00,0.00,0.00,0.00,0.00,0.00,0.28,0.41,0.33,0.31,0.00,0.00,-0.09,-0.05,89025.13,114224.71
