OPEID,School Name,Risk Factor,Borrowing Risk,ELIGIND,CERTCD,T & C,Ethnic Class,% Completions Any School,% Completions Same School,% Independent Borrower Count,% Dependent Borrower Count,Median Independent Student AGI,% Independent Borrowers with AGI < $30K,Median Dependent Parent AGI,% Dependent Borrowers with AGI < $30K,% Borrowers with a Pell Grant,% Borrowers without a Pell Grant,Median Age of Dependent Borrowers at Maturity,Median Age of Independent Borrowers at Maturity,Mean Balance,Median Balance,1st Decile,2nd Decile,3rd Decile,4th Decile,5th Decile,6th Decile,7th Decile,8th Decile,9th Decile,10th Decile,Overall Outstanding Principal Balance at Time Entering Repayment (FY 2009),Overall Borrower Count,Overall Outstanding Principal Balance 5 YR Cohort (FY 2014),Overall Outstanding Principal Balance 4 YR Cohort (FY 2013),Overall Outstanding Principal Balance 3 YR Cohort (FY 2012),Overall Outstanding Principal Balance 2 YR Cohort (FY 2011),Overall Outstanding Principal Balance 1 YR Cohort (FY 2010),Overall Repayment Rate 5 YR Cohort (FY 2014),Overall Repayment Rate 4 YR Cohort (FY 2013),Overall Repayment Rate 3 YR Cohort (FY 2012),Overall Repayment Rate 2 YR Cohort (FY 2011),Overall Repayment Rate 1 YR Cohort (FY 2010),% Increased Balance Borrowers 2013-2014,% Increased Balance Borrowers 2012-2013,% Increased Balance Borrowers 2011-2012,% Increased Balance Borrowers 2010-2011,% Increased Balance Borrowers 2009-2010,Defaulted Balance 2013-14,Defaulted Balance 2012-13,Defaulted Balance 2011-12,Defaulted Balance 2010-11,Defaulted Balance 2009-10,In School Military Balance 2013-14,In School Military Balance 2012-13,In School Military Balance 2011-12,In School Military Balance 2010-11,In School Military Balance 2009-10,Death Disability Balance 2013-14,Death Disability Balance 2012-13,Death Disability Balance 2011-12,Death Disability Balance 2010-11,Death Disability Balance 2009-10,% Deferment or Forbearance More than 2 Months 2013-2014,% Deferment or Forbearance More than 2 Months 2012-2013,% Deferment or Forbearance More than 2 Months 2011-2012,% Deferment or Forbearance More than 2 Months 2010-2011,% Deferment or Forbearance More than 2 Months 2009-2010,Overall Borrowers with More than $1 Paid 2013-2014,Overall Median Borrower's Volume Repayment % 2013-2014,Overall Mean Borrower's Volume Repayment % 2013-2014,Overall Dollars Under 14% 2013-2014,Overall Dollars Under 21% 2013-2014
1003800,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 10,0.5625,Moderate Risk,N,N,Public 2 - 3 Yrs,5,0.36,0.3,0.71,0.29,31047,0.49,59395,0.13,0.7,0.3,22,32,12470.27,10680.5,2912,4213,6008,7883,10664,12116,15013,18362,26565,57553,3714244.64,520,3061622.55,3157704.47,3289828.8,3507012.49,3569092.66,0.18,0.15,0.11,0.06,0.04,0.34,0.34,0.42,0.45,0.49,559959.3,512031.03,459665.05,386723.6,187064,372514.39,339974.89,441300.99,622972,709593,19158,15803,28986,5033,7500,0.05,0.08,0.08,0.09,0.09,291,0.06,0.21,561944.28,707283.43
1003900,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 4,0.5625,Moderate Risk,N,N,Public 2 - 3 Yrs,5,0.21,0.15,0.58,0.42,15249,0.74,55658,0.24,0.77,0.23,22,29,14231.12,9600,2723,3736,5766,7547,9619,13182,16937,22869,33466,78862,8473009.52,1145,7630282.52,7752693.79,7886387.22,8331010.21,8332646.42,0.1,0.08,0.07,0.02,0.02,0.31,0.35,0.4,0.45,0.56,1590692.57,1587760.75,1540866.89,1296311,853494,460676.14,751413.26,1066442.81,1323128.64,1500012.49,49855.32,22203,35423.39,17622,72946,0.06,0.07,0.07,0.08,0.1,594,0,0.13,1588842.94,1987439.15
1004000,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 1,0.6875,More Risk,N,N,Public 2 - 3 Yrs,5,0.19,0.1,0.7,0.3,23229,0.6,63846,0.16,0.69,0.31,22,32,9542.91,6723.5,1052,2226,3500,5025,6739,8546,11175,15109,22045,56415,3590774,910,2871513.16,2968392.09,3105574.03,3338851.38,3432896.29,0.2,0.18,0.14,0.07,0.04,0.29,0.32,0.36,0.41,0.53,422674.47,483287.95,508924.64,434371,296866,299909,406300.73,565166.1,629769.87,621078,5478,13830,6621,6263,2538,0.05,0.06,0.06,0.06,0.07,530,0.11,0.26,535325.25,682338.18
1004100,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 5,0.5,Moderate Risk,N,N,Public 2 - 3 Yrs,5,0.18,0.14,0.81,0.19,19393,0.65,57354,0.2,0.82,0.18,22,32,14296.85,10714,2616,3906,5873,8094,10714,14050,18412,22928,30334,92458,5565704,649,5104933.15,5211550.43,5269044.6,5460724.98,5521859.21,0.08,0.06,0.05,0.02,0.01,0.33,0.37,0.43,0.48,0.6,1475205.35,1374437.01,1186728.54,1013433.72,664570,287512.55,481542.97,597927.93,746045.93,824189.55,31197,11685,42397,32258,54082,0.07,0.09,0.11,0.11,0.13,327,-0.02,0.11,1045627.42,1319883.28
1004300,BON SECOURS MEMORIAL COLLEGE OF NURSING,0.625,More Risk,Y,C,PNP 4 Yrs or More,5,0.74,0.69,0.76,0.24,40589,0.4,87516,0,0.43,0.57,23,33,19877.5,15344,2717,5966,8929,13399,16762,19893,24421,31860,38976,94962,1680430.97,145,1199510.2,1182743.4,1356554.06,1458025.48,1512082.37,0.29,0.29,0.19,0.13,0.1,0.26,0.11,0.26,0.21,0.26,73967.74,112785.98,118279.74,89991,101391,146542.34,218733.14,255556.81,231313.21,144191.21,0,19629,0,0,0,0,0,0,0,0,109,0.3,0.27,171268.23,215848.64
1005100,CUNY LAGUARDIA COMMUNITY COLLEGE,0.4375,Less Risk,Y,P,Public 2 - 3 Yrs,3,0.33,0.27,0.72,0.28,18889,0.7,45234,0.31,0.78,0.22,22,31,9696.13,4768,1000,1750,2352,3587,4892,6359,8784,13895,22609,230008,1334153.05,375,1029339.49,1076494.48,1127300.95,1129083.7,1182576.94,0.23,0.19,0.16,0.15,0.11,0.17,0.21,0.38,0.23,0.23,155969.74,175215.96,122595.51,82180,49764,174033.33,122074.14,180007.71,171705.98,198277.38,0,0,1174.05,14629,0,0.15,0.21,0.17,0.2,0.21,230,0.08,0.26,157645.46,213127.21
1005200,JEFFERSON LEWIS BOCES PROGRAM OF PRACTICAL NURSING,0.625,More Risk,Y,C,Public < 2 Yrs,5,0.7,0.69,0.76,0.24,17320,0.71,45041,0,0,0,21,28,10033.15,7720.5,1668,3228,4747,6652,8393,9875,14250,17316,21277,33717,275157,54,215650.9,228466.21,249582.35,252739.04,258588.38,0.22,0.16,0.09,0.08,0.06,0.2,0,0.39,0.2,0.35,19282,24489,43143,28022,19626,24238.69,23841.83,19207,9172,19236,0,0,0,0,0,0,0,0,0,0,37,0.21,0.27,34853.29,44740.4
1005500,CRAWFORD COUNTY CAREER & TECHNICAL CENTER,0.625,More Risk,Y,C,Public < 2 Yrs,5,1,1,0,0,19342,1,19788.5,0,0,0,22.5,38,10234.96,9615,3500,5036,7294,8785,11204,11448,12091,16215,19872,24603,185419,24,126470.86,142986.46,152469,160048,166118,0.32,0.23,0.18,0.14,0.1,0,0,0,0,0,16317,16563,18445,12523,12523,2847,6832,9796,15951,16623,0,0,0,0,0,0,0,0,0,0,1,0.32,0.34,12277.7,17817.23
1005700,AMERICAN COMMERCIAL COLLEGE,0.5625,Moderate Risk,N,N,Proprietary < 2 Yrs,5,0.46,0.46,0.82,0.18,9725.5,0.93,16812,0.66,0,0,21,29,7978.48,7672,2726,3870,4889,6769,7672,8435,9616,10251,13263,43352,1777463,289,1685069.7,1704283.15,1784856.58,1869582.24,1831651,0.05,0.04,0,-0.05,-0.03,0.31,0.31,0.42,0.56,0.7,687610,680265,727195,592544,311548,116923.46,159381.46,235206.73,227354,179455,14202,9875,20888,17450,6715,0.08,0.11,0.12,0.18,0.16,118,-0.06,0.04,420825.87,505356.46
1005900,AMERICAN COMMERCIAL COLLEGE,0.5625,Moderate Risk,N,N,Proprietary < 2 Yrs,5,0.59,0.59,0.75,0.25,11317,0.8,23501.5,0.59,0.92,0.08,21,28,8108.23,7672,3647,4305,5068,6949,7683,8253,9494,10163,10658,122156,1196275,183,1065128.31,1107720.64,1156811.28,1184900.82,1200752.98,0.11,0.07,0.03,0.01,0,0.32,0.35,0.44,0.5,0.59,413968.4,433046.4,378636,336846,185193,62511.74,57333.74,82518.93,97220.1,84781,0,0,0,0,0,0.07,0.11,0.13,0.15,0.14,86,-0.01,0.12,227403.63,283184.74
1006000,VERNON COLLEGE,0.6875,More Risk,Y,C,Public 2 - 3 Yrs,5,0.36,0.3,0.73,0.27,20821,0.66,51709,0.25,0.84,0.16,21,31,10426.86,7327.5,1750,2873,4081,5721,7353,9187,11707,15970,24383,55624,2156913.61,336,1614230.41,1707799.44,1777377.72,2024704.28,2089064.75,0.25,0.21,0.18,0.06,0.03,0.22,0.3,0.37,0.4,0.47,463331.5,477588,463419.1,329671,168500,135385.34,99415.05,215909.09,384888,346059,10419,4159,0,4086,7500,0.07,0.07,0.06,0.11,0.12,203,0.12,0.28,268233.98,348253.29
1006100,BRYANT AND STRATTON COLLEGE -VIRGINIA BEACH CAMPUS,0.375,Less Risk,N,N,Proprietary 4 Yrs or More,5,0.76,0.27,0,0,27761.5,0.52,60602,0,0,0,24,34,40946.94,40266,12587,28361,33048,36749,40266,43339,49127,52412,63636,111004,558249.09,49,554572.63,554972.64,551454.65,554599.21,564374.01,0.01,0.01,0.01,0.01,-0.01,0.35,0.49,0.59,0.49,0.73,134553.34,112067.06,62222.3,53633,56626,65185,94980,111603,108899.59,122806.59,0,0,0,0,0,0,0,0,0,0,18,-0.05,0.01,90477.18,123832.65
1006700,LUND UNIVERSITY,0.5,Moderate Risk,Y,P,Foreign,5,0,0,0,0,0,1,68430,0,0,0,26,28.5,55255.36,45654.5,18918,23742,32792,56692,56872,67281,73819,87622,114375,145385,332532,14,251186.63,276232.48,315757.31,321659.07,318980.77,0.24,0.17,0.05,0.03,0.04,0,0,0,0,0,150695,150695,150695,129130,33436,7820,17629,17723,11201,9781,0,0,0,0,0,0,0,0,0,0,1,0.12,0.25,35727.12,47483.34
1008400,UNIVERSITY OF CAPE TOWN,0.625,More Risk,Y,P,Foreign,5,1,1,0,0,0,1,92649,0,0,0,24,26.5,46880.06,28438,13243,19191,20275,27968,32000,43868,64575,78270,148817,158046,343825,17,259578.85,257239.85,253478.85,280583,311732,0.25,0.25,0.26,0.18,0.09,0,0,0,0,0,0,0,0,0,0,62812,42978,72138.85,159330,18223,0,0,0,0,0,0,0,0,0,0,1,0.02,0.25,66227.39,80368.16
1008900,ROYAL CENTRAL SCHOOL OF SPEECH AND DRAMA (THE),0.625,More Risk,Y,C,Foreign,5,1,0.6,0,0,7451,1,110932,0,0.39,0.61,25,26,56689.1,51174,25498,42101,44091,48266,50854,55301,61593,72618,83027,113642,793341,30,744812.44,719064.63,726148.09,801687,778331,0.06,0.09,0.08,-0.01,0.02,0.43,0.37,0.37,0.47,0.63,0,0,0,0,0,65830,55768,55768,56957,0,0,0,0,0,21397,0,0,0,0,0,14,-0.03,0.17,199468.84,236374.2
1009700,CUNY MEDGAR EVERS COLLEGE,0.3125,Less Risk,Y,C,Public 4 Yrs or More,5,0.37,0.2,0.83,0.17,22355.5,0.66,48303,0.21,0.77,0.23,22.5,34,11838.65,6300,998,1940,2842,4202,6528,9155,12336,20127,29097,125650,1133222.01,306,933909.57,949479.22,990922.32,975031.08,1030988.35,0.18,0.16,0.13,0.14,0.09,0.23,0.23,0.38,0.22,0.22,177717.44,205527.14,197506,106235,82261,125274.16,139653.07,216064.94,119933.89,120306.83,0,2272,3387,1137,1137,0.19,0.24,0.19,0.2,0.23,172,0.03,0.21,148095.88,201982.93
1009800,NEUMONT UNIVERSITY,0.6875,More Risk,Y,C,Proprietary 4 Yrs or More,5,0.56,0.52,0.55,0.45,30155.5,0.53,63614.5,0.31,0.64,0.36,21,31,25776.68,22633,5125,9384,13180,17541,23011,26729,29071,37606,53309,145893,3378455.74,197,2574128.27,2729830.78,2859887.56,3127466.08,3246930.43,0.24,0.19,0.15,0.07,0.04,0.26,0.27,0.31,0.37,0.42,406275.59,357000.33,351706,430554.33,89597,69045.04,129079.9,144804.72,298463.84,325590.84,11400.87,26377.31,0,0,3607,0,0,0,0.07,0.11,134,0.12,0.26,445733.85,565842.92
1010900,IVY TECH COMMUNITY COLLEGE OF INDIANA - REGION 13,0.5625,Moderate Risk,N,N,Public 2 - 3 Yrs,5,0.27,0.22,0.76,0.24,20930,0.63,52966,0.23,0.75,0.25,22,31,13324.49,10586,3325,4666,6355,8488,10590,13633,16762,21335,26621,75567,4888528.23,586,4480747.95,4502733.7,4585672.97,4837586.68,4861030.7,0.08,0.08,0.06,0.01,0.01,0.31,0.33,0.4,0.48,0.61,1122413.59,959237.27,913341.15,797899,513316,391131.61,562252.54,773747.88,956292.37,1031626.37,39054.72,23213,44579,31044,27410,0.04,0.06,0.07,0.08,0.07,294,-0.01,0.11,928410.28,1170780.43
1011100,CERRO COSO COMMUNITY COLLEGE,0.625,More Risk,Y,C,Public 2 - 3 Yrs,5,0.17,0.14,0.85,0.15,10313,0.81,0,1,0,0,24.5,33,12273.56,7807,2577,3770,5488,7143,7944,10880,14134,18411,25977,70067,702991,95,588559.77,593989.08,620976.84,729620.72,720284.64,0.16,0.16,0.12,-0.04,-0.02,0.24,0.38,0.43,0.55,0.61,230546.18,208336.18,128147,107411,64225,43146.37,20854.66,53967,89376,119621,0,11313,25329,11257,11164,0.12,0.15,0.16,0.19,0.19,39,-0.04,0.19,119814.57,154413.61
1011500,UNIVERSITY OF TEXAS AT SAN ANTONIO,0.625,More Risk,Y,C,Public 4 Yrs or More,3,0.54,0.42,0.54,0.46,18423,0.69,55886,0.26,0.69,0.31,23,29,26807.97,21470,4469,8328,12721,17032,21473,26526,32874,41729,52482,228583,103626258.5,6159,79394096.66,81750698.63,84809215.25,97241513.19,99181136.51,0.23,0.21,0.18,0.06,0.04,0.24,0.28,0.32,0.35,0.44,12246948.38,11473420.1,9572950.45,7439812.33,4561949,7690606.68,9356712.59,13365661.26,19589646.29,21904043.26,203896.29,197859.98,264973.98,285089.89,130993,0.05,0.08,0.08,0.09,0.11,4112,0.13,0.25,11984842.55,15882849.43
1012200,PHAGANS' MEDFORD BEAUTY SCHOOL,0.3125,Less Risk,Y,C,Proprietary 2 - 3 Yrs,5,0.72,0.7,0.72,0.28,8437,1,34484,0,0,0,21,28,11164.16,9804,1913,5300,6949,7396,10478,13945,15384,16644,18827,44564,500268,57,533487.63,504037.4,523636.4,514228.86,505116.03,-0.07,-0.01,-0.05,-0.03,-0.01,0.35,0.39,0.63,0.51,0.54,183397.4,145904.29,111761,58737,48444,7179,1305,55076,44930,20538,0,0,0,0,0,0,0,0.19,0.21,0,26,-0.07,-0.04,140093.93,169031.58
1013000,WADE COLLEGE,0.25,Less Risk,Y,C,Proprietary 4 Yrs or More,5,0.53,0.49,0.46,0.54,12399,0.76,44869,0.37,0.77,0.23,22,28,18007.83,17065,4238,7775,12692,14994,17043,19470,22477,25868,30582,65749,1740997,180,1732920.48,1766534.3,1785904.92,1765758.61,1727138,0,-0.01,-0.03,-0.01,0.01,0.24,0.32,0.5,0.39,0.33,469316,547478,512680.04,183395,169400,126745.8,162674.8,216536.88,142694,86061,0,0,0,0,0,0.16,0.26,0.22,0.14,0.17,71,-0.06,0.02,368261.42,470149.37
1013800,STEWART SCHOOL,0.6875,More Risk,Y,C,Proprietary 2 - 3 Yrs,5,0.78,0.74,0.25,0.75,9402,1,47345,0.22,0.66,0.34,21,27,7831.56,6401,2630,4256,4755,5747,6401,8031,8933,10264,13793,42485,435376.92,89,250178.81,282876.99,310330.5,344797.15,395379.74,0.43,0.35,0.29,0.21,0.09,0.13,0.15,0.18,0.13,0.19,33204,36294,27020,40306,41107,10082.54,16978.54,15514.17,31562.8,20903.8,4357,0,4821,0,0,0,0.13,0.16,0.15,0,76,0.43,0.42,22356.37,30328.86
1014200,TOURO COLLEGE - MAIN CAMPUS MIDTOWN,0.6875,More Risk,Y,C,PNP 4 Yrs or More,5,0.59,0.39,0.93,0.07,16920,0.66,37803,0.43,0.46,0.54,23,29,76578.48,51218,6444,13594,22006,33172,51216,74615,104982,142295,187544,401703,109516725.9,4671,87250673.48,90020785.9,95971072.78,102871747.3,106445724.5,0.23,0.21,0.15,0.06,0.03,0.24,0.3,0.37,0.36,0.42,7325688.51,6632516.93,6005761.95,5038907.94,2957402,3768185.37,4439751.94,7213861.82,10640861.05,13851230.08,321313.44,307976.52,304478,324571,129733,0.05,0.08,0.09,0.1,0.12,2962,0.11,0.23,18404192.83,22587349.53
1014300,UNIVERSITY OF READING,0.4375,Less Risk,Y,C,Foreign,5,1,1,0,0,6066,1,156861.5,0,0,0,23.5,27.5,64186.48,54654,27595,41453,48846,50722,54654,58378,70773,83656,105740,171120,535073,21,409350.15,407641.61,398158.14,406680.74,441081.39,0.23,0.24,0.26,0.24,0.18,0,0,0,0,0,11623,11623,11623,11623,11623,23015,38015,56262.62,101280.62,77987.62,0,0,0,0,61118,0,0,0,0,0,1,0.16,0.27,75781.21,96201.55
1014700,WESTERN SUFFOLK BOCES,0.8125,Most Risk,Y,C,Public 2 - 3 Yrs,5,0.83,0.76,0.84,0.16,21326.5,0.6,94458,0,0.58,0.42,23,32,9923.82,7743,2170,3933,4890,6579,7743,9739,12693,14226,18994,53457,449209,71,275811,304716.18,338131.03,367504,394039,0.4,0.34,0.27,0.18,0.12,0,0.17,0.25,0.18,0.25,42559,41928,53941,74803,68391,9457,11224,15920,23728,23787,6683.18,6666.03,0,0,0,0,0,0,0,0,56,0.45,0.43,32262.5,41187.52
1014800,COLORADO TECHNICAL UNIVERSITY,0.5625,Moderate Risk,Y,C,Proprietary 4 Yrs or More,5,0.34,0.27,0.92,0.08,25420,0.57,38201.5,0.4,0.72,0.28,22,34,17989.55,11153.5,1589,3269,5459,7804,11154,15464,20844,28949,43160,293402,172186294,15845,145474840.4,148505077.8,154030620.4,166272359.6,167351655.7,0.16,0.14,0.11,0.03,0.03,0.29,0.35,0.42,0.49,0.58,34004375.57,34074897.34,32031046.69,23302680.86,12744194.12,7708484,8966416.34,11393251.71,13593067.33,15244304.08,1028081.52,1074974.86,1597078.11,935666.36,799513.93,0.03,0.04,0.05,0.06,0.06,8035,0,0.16,28406174.29,35814223.23
1014900,PEPPERDINE UNIVERSITY,0.75,Most Risk,Y,C,PNP 4 Yrs or More,5,0.74,0.59,0.85,0.15,25659,0.51,77102,0.15,0.25,0.75,23,28,74238.26,66897,18274,31954,43083,55070,66897,78983,93012,112723,142437,298546,88308046.37,2861,60986965.47,64625752.8,68387090.4,77587606.56,81779825.11,0.31,0.27,0.23,0.12,0.07,0.19,0.21,0.29,0.31,0.33,2173500.98,1980677.25,1716688.67,1096364,752254,3766976.21,4329449.53,5929766.47,9398113.43,11364591.04,198127,50322,15551,45442,22460,0.03,0.05,0.05,0.07,0.1,1946,0.24,0.32,11306034.72,14212786.87
1015100,VINCENNES BEAUTY COLLEGE,0.375,Less Risk,Y,P,Proprietary < 2 Yrs,5,1,1,0,0,17092,0,57848,0,0,0,21,32,7279.94,5832.5,1030,1501,3836,5460,6103,7467,8800,15182,16616,23752,96693,18,66330.2,75362.47,74399.31,76603.73,68601,0.31,0.22,0.23,0.21,0.29,0,0,0,0,0,2043,6553,13549,0,0,7939,3533.47,5062,570,8260,0,0,0,0,0,0,0,0,0,0,1,0.21,0.34,13494.16,16630.99
1015300,HELENE FULD COLLEGE OF NURSING,0.625,More Risk,Y,C,PNP 4 Yrs or More,5,0.84,0.77,0,0,46890.5,0.23,26382,0,0.68,0.32,22.5,37,13148.92,11464,3574,6499,7775,10414,12129,14329,16074,18340,23367,48988,1180777.94,135,823015.62,873660.22,924762.56,1003752.62,1049307.93,0.3,0.25,0.22,0.15,0.11,0.26,0.27,0.27,0.29,0.31,74168,101269,91628,83362,76077,174706.98,126948.79,189044.39,230182.21,136038,0,0,0,0,6277,0,0,0,0,0,103,0.37,0.35,114267.88,146685.01
1015700,CARDIFF UNIVERSITY,0.625,More Risk,Y,P,Foreign,5,1,0,0,0,2703,1,121000,0,0.37,0.63,23,28,65797.67,58564.5,24084,34238,40756,49415,58436,62515,74120,89636,94379,209428,677435,30,603083.31,600885.51,663564.84,684545.98,678688,0.11,0.11,0.02,-0.01,0,0,0,0.47,0.43,0.43,33000,33000,18792,0,0,155995,43543,109808,162588,129851,0,0,0,0,0,0,0,0,0,0,12,0,0.13,130698.16,163516.68
1016100,LORAINE'S ACADEMY,0.4375,Less Risk,Y,C,Proprietary < 2 Yrs,5,0.58,0.56,0.8,0.2,11622,1,18416,1,0.89,0.11,22,31,7473.36,5645,2409,3864,4532,5205,5645,7506,8593,10676,12767,36865,634878.17,129,532538.32,556461.44,596688.56,605872.98,599889.94,0.16,0.12,0.06,0.05,0.06,0.24,0.22,0.51,0.43,0.43,157901,189670,161270,98923,79621,20279.76,46164.35,20301.44,50197.25,20086.25,0,7381,0,0,0,0.09,0.16,0.19,0.19,0.21,63,-0.04,0.17,115243.92,142154.53
1016800,NATIONWIDE BEAUTY ACADEMY,0.4375,Less Risk,Y,C,Proprietary 2 - 3 Yrs,5,0.71,0.7,0.41,0.59,19583,0.61,66089,0.27,0.7,0.3,22,28,8138.07,6593.5,1750,3500,3955,4818,6916,8227,10039,11582,17492,35301,416523,76,281292.66,286878.63,326657.81,340398.91,366026.9,0.32,0.3,0.22,0.18,0.12,0.22,0.21,0.3,0.33,0.21,50313,66920,36335,18260,6542,36573.74,9795,30915.81,32015,35823,0,0,0,7811.09,0,0,0,0.16,0.22,0.17,56,0.29,0.33,34654.02,47496.15
1017000,WESTERN DAKOTA TECHNICAL INSTITUTE,0.5,Moderate Risk,Y,C,Public 2 - 3 Yrs,5,0.14,0.11,0.53,0.47,14741,0.78,39219,0.38,0.79,0.21,21,29,10502.8,8133,2676,3533,5283,7048,8140,10031,12976,15432,20328,53277,3228932,453,2566317.16,2681632.32,2788328.9,2974977.14,3067855.05,0.21,0.17,0.14,0.08,0.05,0.21,0.26,0.25,0.36,0.45,633275.45,625523.77,513586,501126,265580,215868.8,268598.46,436279.11,380015,338378,0,93,9695,15776,0,0.04,0.07,0.1,0.11,0.13,286,0.08,0.21,436274.19,560853.18
1017600,WESTMORELAND COUNTY COMMUNITY COLLEGE,0.6875,More Risk,Y,C,Public 2 - 3 Yrs,5,0.2,0.01,0.53,0.47,19170,0.66,54563,0.2,0.69,0.31,22,31,13320.38,8828.5,1796,3490,4900,6892,8832,11365,14220,20085,29288,192994,4726052.08,918,3477426.9,3645147.65,3959626.17,4350966.58,4497694.55,0.26,0.23,0.16,0.08,0.05,0.24,0.26,0.31,0.35,0.44,609896.05,506037.12,506845.62,403928,218231,307152.75,376530.72,636591.81,1033669.44,1135081.53,9332,6336,18254,3154,7511,0.06,0.08,0.09,0.1,0.1,594,0.17,0.27,511379.95,677380.11
1018200,ROGUE COMMUNITY COLLEGE,0.5625,Moderate Risk,Y,C,Public 2 - 3 Yrs,5,0.25,0.14,0.81,0.19,13222,0.78,47319,0.35,0.88,0.12,22.5,33,17319.17,12089,2866,4866,6991,9521,12089,15319,20300,28347,39643,115616,4770641.88,511,4203018.44,4251004.87,4377538.06,4700442.5,4730392.47,0.12,0.11,0.08,0.02,0.01,0.25,0.31,0.37,0.46,0.59,1194283.46,1245649.28,1181650.46,1065273.46,713855.46,254857.16,347525.41,563842.57,824997.73,1121135.51,37968.7,36445,48501,42864,40491.01,0.05,0.06,0.08,0.13,0.15,259,0,0.14,765685.61,991523.44
1018800,"UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN",0.5625,Moderate Risk,Y,P,Foreign,5,0.62,0.11,0,0,5523,0.84,87859,0,0.21,0.79,23,27,104770.59,78445.5,28883,47339,59384,69221,78766,93345,135375,172034,211030,309396,3996979.58,122,3198264.5,3245694.12,3294439.1,3503233.92,3808291.3,0.2,0.19,0.18,0.12,0.05,0.2,0.28,0.29,0.29,0.34,228480.31,56824,44023,101372,35380,185633,285061,496951.52,620224.52,453294.25,3500,0,0,0,0,0,0,0,0,0,65,0,0,843214.24,1008581.19
1019300,HERZING UNIVERSITY,0.1875,Less Risk,N,N,Proprietary 4 Yrs or More,5,0.46,0.4,0.86,0.14,14695.5,0.77,26392,0.58,0.85,0.15,22,31,20927.22,18459,3885,8288,11626,15194,18748,24098,29084,33790,40189,55290,2888006.2,235,3128930.63,3081792.36,3027789.84,2837114.62,2824208.89,-0.08,-0.07,-0.05,0.02,0.02,0.4,0.43,0.7,0.44,0.39,518376.91,556349.7,491198.66,213834.51,174410,264956.02,266869.04,130056.14,168576.86,193332.62,13655,8386,7836,7525,0,0.25,0.33,0.32,0.27,0.28,53,-0.11,-0.08,742902.86,928799.14
1019500,ART INSTITUTE OF FORT LAUDERDALE (THE),0.5,Moderate Risk,Y,P,Proprietary 4 Yrs or More,5,0.47,0.4,0.49,0.51,19951,0.73,42532,0.36,0.74,0.26,22,29,24957.05,20671,4447,7660,11060,15287,20724,27137,34365,42198,51293,145551,20565207.11,1415,18413946.69,18566543.66,18773677.64,20025492.2,20098684.52,0.11,0.1,0.09,0.03,0.02,0.31,0.34,0.38,0.43,0.53,3596714.56,3775657.45,3485088.82,2863708.47,1320657.6,644596.46,1014040.96,1385460.44,1759141.39,1689523.42,27285,33182,42619,29207,2866,0.08,0.1,0.1,0.1,0.11,749,0,0.14,3425444.89,4446864.37
1019800,ECPI UNIVERSITY,0.375,Less Risk,Y,C,Proprietary 4 Yrs or More,5,0.47,0.44,0.72,0.28,19979,0.71,36283,0.43,0.79,0.21,22,29,15805.16,14942.5,3500,6079,9215,12193,14944,16979,19596,23091,28763,96151,60185746.35,4977,56219782.04,56436236.24,57221674.37,60092941.95,59925320.69,0.07,0.06,0.05,0,0,0.37,0.43,0.48,0.55,0.62,12641879.2,12407323.52,10285703.06,7084232.33,3173598.33,4967877.4,5084179.54,7925071.84,9631762.39,7737890.98,120650.57,137867,191214,126015,118999,0.07,0.09,0.1,0.09,0.07,2093,-0.04,0.08,12155689.16,15082727.69
1021700,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,0.375,Less Risk,N,N,Proprietary 4 Yrs or More,5,0.43,0.36,0.51,0.49,11563,0.83,34762,0.42,0.77,0.23,22,28,18025.44,15509,3249,5587,8170,11916,15509,18980,22480,26786,36342,143604,5198290.49,478,5044336.32,5041852.42,5109426.04,5304437.57,5234673.85,0.03,0.03,0.02,-0.02,-0.01,0.33,0.35,0.46,0.55,0.66,1844606.44,1962614.57,1658278.77,1327986.64,762105,260461.95,359887.95,464470.02,538925.62,703280.97,0,19541,57605,37496,16230,0.07,0.08,0.08,0.09,0.09,202,-0.07,0.02,1141750.44,1425454.17
1024800,ART INSTITUTES INTERNATIONAL MINNESOTA (THE),0.625,More Risk,Y,P,Proprietary 4 Yrs or More,5,0.4,0.32,0.4,0.6,17459,0.76,57675,0.22,0.66,0.34,22,28,19932.25,15810,3251,5955,9359,11839,15832,20750,25422,33888,44288,100360,11344695,773,8773688.44,9084046.06,9437732.51,10851895.75,11002203.71,0.23,0.2,0.17,0.04,0.03,0.26,0.29,0.36,0.41,0.47,1401571.45,1245409.61,1148772.2,838827,352367,510419.71,727510.91,836256.03,1123079.26,1091753.41,28431.32,45920,49658,8391,11707,0.05,0.08,0.08,0.1,0.1,465,0.08,0.23,1496262.46,1930572.88
